id,negation_affirmative1,negation_affirmative2,affirmative_negation1,affirmative_negation2,modal_affirmative1,modal_affirmative2,affirmative_modal1,affirmative_modal2,managed_failed1,managed_failed2,failed_managed1,failed_managed2,know_doubt1,know_doubt2,doubt_know1,doubt_know2,continuation_ref_1,continuation_ref_2,continuation_nonref_1,continuation_nonref_2
127_table_bookshelf,Dominic didn't buy a table but he bought a bookshelf.,Dominic didn't buy a bookshelf but he bought a table.,Dominic bought a table but he didn't buy a bookshelf.,Dominic bought a bookshelf but he didn't buy a table.,Dominic wanted to buy a table but he bought a bookshelf.,Dominic wanted to buy a bookshelf but he bought a table.,Dominic bought a table but he wanted to buy a bookshelf.,Dominic bought a bookshelf but he wanted to buy a table.,Dominic managed to buy a table but he failed to buy a bookshelf.,Dominic managed to buy a bookshelf but he failed to buy a table.,Dominic failed to buy a table but he managed to buy a bookshelf.,Dominic failed to buy a bookshelf but he managed to buy a table.,I know that Dominic bought a table but I doubt that he bought a bookshelf.,I know that Dominic bought a bookshelf but I doubt that he bought a table.,I doubt that Dominic bought a table but I know that he bought a bookshelf.,I doubt that Dominic bought a bookshelf but I know that he bought a table.,His table is made out of solid wood.,His bookshelf is made out of solid wood.,The table that would have fit into his apartment was too expensive.,The bookshelf that would have fit into his apartment was too expensive.
128_chair_wardrode,Jordan didn't buy a chair but he bought a wardrode.,Jordan didn't buy a wardrode but he bought a chair.,Jordan bought a chair but he didn't buy a wardrode.,Jordan bought a wardrode but he didn't buy a chair.,Jordan wanted to buy a chair but he bought a wardrode.,Jordan wanted to buy a wardrode but he bought a chair.,Jordan bought a chair but he wanted to buy a wardrode.,Jordan bought a wardrode but he wanted to buy a chair.,Jordan managed to buy a chair but he failed to buy a wardrode.,Jordan managed to buy a wardrode but he failed to buy a chair.,Jordan failed to buy a chair but he managed to buy a wardrode.,Jordan failed to buy a wardrode but he managed to buy a chair.,I know that Jordan bought a chair but I doubt that he bought a wardrode.,I know that Jordan bought a wardrode but I doubt that he bought a chair.,I doubt that Jordan bought a chair but I know that he bought a wardrode.,I doubt that Jordan bought a wardrode but I know that he bought a chair.,His chair is made out of solid wood.,His wardrode is made out of solid wood.,The chair that would have fit into his apartment was too expensive.,The wardrode that would have fit into his apartment was too expensive.
129_chair_bookshelf,Cameron didn't buy a chair but he bought a bookshelf.,Cameron didn't buy a bookshelf but he bought a chair.,Cameron bought a chair but he didn't buy a bookshelf.,Cameron bought a bookshelf but he didn't buy a chair.,Cameron wanted to buy a chair but he bought a bookshelf.,Cameron wanted to buy a bookshelf but he bought a chair.,Cameron bought a chair but he wanted to buy a bookshelf.,Cameron bought a bookshelf but he wanted to buy a chair.,Cameron managed to buy a chair but he failed to buy a bookshelf.,Cameron managed to buy a bookshelf but he failed to buy a chair.,Cameron failed to buy a chair but he managed to buy a bookshelf.,Cameron failed to buy a bookshelf but he managed to buy a chair.,I know that Cameron bought a chair but I doubt that he bought a bookshelf.,I know that Cameron bought a bookshelf but I doubt that he bought a chair.,I doubt that Cameron bought a chair but I know that he bought a bookshelf.,I doubt that Cameron bought a bookshelf but I know that he bought a chair.,His chair is made out of solid wood.,His bookshelf is made out of solid wood.,The chair that would have fit into his apartment was too expensive.,The bookshelf that would have fit into his apartment was too expensive.
130_wardrode_bookshelf,Christian didn't buy a wardrode but he bought a bookshelf.,Christian didn't buy a bookshelf but he bought a wardrode.,Christian bought a wardrode but he didn't buy a bookshelf.,Christian bought a bookshelf but he didn't buy a wardrode.,Christian wanted to buy a wardrode but he bought a bookshelf.,Christian wanted to buy a bookshelf but he bought a wardrode.,Christian bought a wardrode but he wanted to buy a bookshelf.,Christian bought a bookshelf but he wanted to buy a wardrode.,Christian managed to buy a wardrode but he failed to buy a bookshelf.,Christian managed to buy a bookshelf but he failed to buy a wardrode.,Christian failed to buy a wardrode but he managed to buy a bookshelf.,Christian failed to buy a bookshelf but he managed to buy a wardrode.,I know that Christian bought a wardrode but I doubt that he bought a bookshelf.,I know that Christian bought a bookshelf but I doubt that he bought a wardrode.,I doubt that Christian bought a wardrode but I know that he bought a bookshelf.,I doubt that Christian bought a bookshelf but I know that he bought a wardrode.,His wardrode is made out of solid wood.,His bookshelf is made out of solid wood.,The wardrode that would have fit into his apartment was too expensive.,The bookshelf that would have fit into his apartment was too expensive.
131_gin tonic_manhattan,Max didn't drink a gin tonic but he drank a manhattan.,Max didn't drink a manhattan but he drank a gin tonic.,Max drank a gin tonic but he didn't drink a manhattan.,Max drank a manhattan but he didn't drink a gin tonic.,Max wanted to drink a gin tonic but he drank a manhattan.,Max wanted to drink a manhattan but he drank a gin tonic.,Max drank a gin tonic but he wanted to drink a manhattan.,Max drank a manhattan but he wanted to drink a gin tonic.,Max managed to mix a gin tonic but he failed to mix a manhattan.,Max managed to mix a manhattan but he failed to mix a gin tonic.,Max failed to mix a gin tonic but he managed to mix a manhattan.,Max failed to mix a manhattan but he managed to mix a gin tonic.,I know that Max drank a gin tonic but I doubt that he drank a manhattan.,I know that Max drank a manhattan but I doubt that he drank a gin tonic.,I doubt that Max drank a gin tonic but I know that he drank a manhattan.,I doubt that Max drank a manhattan but I know that he drank a gin tonic.,The gin tonic was very strong.,The manhattan was very strong.,The gin tonic would have required additional ingredients.,The manhattan would have required additional ingredients.
132_gin tonic_tequila,Adrian didn't drink a gin tonic but he drank a tequila.,Adrian didn't drink a tequila but he drank a gin tonic.,Adrian drank a gin tonic but he didn't drink a tequila.,Adrian drank a tequila but he didn't drink a gin tonic.,Adrian wanted to drink a gin tonic but he drank a tequila.,Adrian wanted to drink a tequila but he drank a gin tonic.,Adrian drank a gin tonic but he wanted to drink a tequila.,Adrian drank a tequila but he wanted to drink a gin tonic.,Adrian managed to mix a gin tonic but he failed to mix a tequila.,Adrian managed to mix a tequila but he failed to mix a gin tonic.,Adrian failed to mix a gin tonic but he managed to mix a tequila.,Adrian failed to mix a tequila but he managed to mix a gin tonic.,I know that Adrian drank a gin tonic but I doubt that he drank a tequila.,I know that Adrian drank a tequila but I doubt that he drank a gin tonic.,I doubt that Adrian drank a gin tonic but I know that he drank a tequila.,I doubt that Adrian drank a tequila but I know that he drank a gin tonic.,The gin tonic was very strong.,The tequila was very strong.,The gin tonic would have required additional ingredients.,The tequila would have required additional ingredients.
133_gin tonic_martini,Cole didn't drink a gin tonic but he drank a martini.,Cole didn't drink a martini but he drank a gin tonic.,Cole drank a gin tonic but he didn't drink a martini.,Cole drank a martini but he didn't drink a gin tonic.,Cole wanted to drink a gin tonic but he drank a martini.,Cole wanted to drink a martini but he drank a gin tonic.,Cole drank a gin tonic but he wanted to drink a martini.,Cole drank a martini but he wanted to drink a gin tonic.,Cole managed to mix a gin tonic but he failed to mix a martini.,Cole managed to mix a martini but he failed to mix a gin tonic.,Cole failed to mix a gin tonic but he managed to mix a martini.,Cole failed to mix a martini but he managed to mix a gin tonic.,I know that Cole drank a gin tonic but I doubt that he drank a martini.,I know that Cole drank a martini but I doubt that he drank a gin tonic.,I doubt that Cole drank a gin tonic but I know that he drank a martini.,I doubt that Cole drank a martini but I know that he drank a gin tonic.,The gin tonic was very strong.,The martini was very strong.,The gin tonic would have required additional ingredients.,The martini would have required additional ingredients.
134_gin tonic_margarita,Isaiah didn't drink a gin tonic but he drank a margarita.,Isaiah didn't drink a margarita but he drank a gin tonic.,Isaiah drank a gin tonic but he didn't drink a margarita.,Isaiah drank a margarita but he didn't drink a gin tonic.,Isaiah wanted to drink a gin tonic but he drank a margarita.,Isaiah wanted to drink a margarita but he drank a gin tonic.,Isaiah drank a gin tonic but he wanted to drink a margarita.,Isaiah drank a margarita but he wanted to drink a gin tonic.,Isaiah managed to mix a gin tonic but he failed to mix a margarita.,Isaiah managed to mix a margarita but he failed to mix a gin tonic.,Isaiah failed to mix a gin tonic but he managed to mix a margarita.,Isaiah failed to mix a margarita but he managed to mix a gin tonic.,I know that Isaiah drank a gin tonic but I doubt that he drank a margarita.,I know that Isaiah drank a margarita but I doubt that he drank a gin tonic.,I doubt that Isaiah drank a gin tonic but I know that he drank a margarita.,I doubt that Isaiah drank a margarita but I know that he drank a gin tonic.,The gin tonic was very strong.,The margarita was very strong.,The gin tonic would have required additional ingredients.,The margarita would have required additional ingredients.
135_manhattan_tequila,Tristan didn't drink a manhattan but he drank a tequila.,Tristan didn't drink a tequila but he drank a manhattan.,Tristan drank a manhattan but he didn't drink a tequila.,Tristan drank a tequila but he didn't drink a manhattan.,Tristan wanted to drink a manhattan but he drank a tequila.,Tristan wanted to drink a tequila but he drank a manhattan.,Tristan drank a manhattan but he wanted to drink a tequila.,Tristan drank a tequila but he wanted to drink a manhattan.,Tristan managed to mix a manhattan but he failed to mix a tequila.,Tristan managed to mix a tequila but he failed to mix a manhattan.,Tristan failed to mix a manhattan but he managed to mix a tequila.,Tristan failed to mix a tequila but he managed to mix a manhattan.,I know that Tristan drank a manhattan but I doubt that he drank a tequila.,I know that Tristan drank a tequila but I doubt that he drank a manhattan.,I doubt that Tristan drank a manhattan but I know that he drank a tequila.,I doubt that Tristan drank a tequila but I know that he drank a manhattan.,The manhattan was very strong.,The tequila was very strong.,The manhattan would have required additional ingredients.,The tequila would have required additional ingredients.
136_manhattan_martini,Alex didn't drink a manhattan but he drank a martini.,Alex didn't drink a martini but he drank a manhattan.,Alex drank a manhattan but he didn't drink a martini.,Alex drank a martini but he didn't drink a manhattan.,Alex wanted to drink a manhattan but he drank a martini.,Alex wanted to drink a martini but he drank a manhattan.,Alex drank a manhattan but he wanted to drink a martini.,Alex drank a martini but he wanted to drink a manhattan.,Alex managed to mix a manhattan but he failed to mix a martini.,Alex managed to mix a martini but he failed to mix a manhattan.,Alex failed to mix a manhattan but he managed to mix a martini.,Alex failed to mix a martini but he managed to mix a manhattan.,I know that Alex drank a manhattan but I doubt that he drank a martini.,I know that Alex drank a martini but I doubt that he drank a manhattan.,I doubt that Alex drank a manhattan but I know that he drank a martini.,I doubt that Alex drank a martini but I know that he drank a manhattan.,The manhattan was very strong.,The martini was very strong.,The manhattan would have required additional ingredients.,The martini would have required additional ingredients.
137_manhattan_margarita,Colin didn't drink a manhattan but he drank a margarita.,Colin didn't drink a margarita but he drank a manhattan.,Colin drank a manhattan but he didn't drink a margarita.,Colin drank a margarita but he didn't drink a manhattan.,Colin wanted to drink a manhattan but he drank a margarita.,Colin wanted to drink a margarita but he drank a manhattan.,Colin drank a manhattan but he wanted to drink a margarita.,Colin drank a margarita but he wanted to drink a manhattan.,Colin managed to mix a manhattan but he failed to mix a margarita.,Colin managed to mix a margarita but he failed to mix a manhattan.,Colin failed to mix a manhattan but he managed to mix a margarita.,Colin failed to mix a margarita but he managed to mix a manhattan.,I know that Colin drank a manhattan but I doubt that he drank a margarita.,I know that Colin drank a margarita but I doubt that he drank a manhattan.,I doubt that Colin drank a manhattan but I know that he drank a margarita.,I doubt that Colin drank a margarita but I know that he drank a manhattan.,The manhattan was very strong.,The margarita was very strong.,The manhattan would have required additional ingredients.,The margarita would have required additional ingredients.
138_tequila_martini,Leo didn't drink a tequila but he drank a martini.,Leo didn't drink a martini but he drank a tequila.,Leo drank a tequila but he didn't drink a martini.,Leo drank a martini but he didn't drink a tequila.,Leo wanted to drink a tequila but he drank a martini.,Leo wanted to drink a martini but he drank a tequila.,Leo drank a tequila but he wanted to drink a martini.,Leo drank a martini but he wanted to drink a tequila.,Leo managed to mix a tequila but he failed to mix a martini.,Leo managed to mix a martini but he failed to mix a tequila.,Leo failed to mix a tequila but he managed to mix a martini.,Leo failed to mix a martini but he managed to mix a tequila.,I know that Leo drank a tequila but I doubt that he drank a martini.,I know that Leo drank a martini but I doubt that he drank a tequila.,I doubt that Leo drank a tequila but I know that he drank a martini.,I doubt that Leo drank a martini but I know that he drank a tequila.,The tequila was very strong.,The martini was very strong.,The tequila would have required additional ingredients.,The martini would have required additional ingredients.
139_tequila_margarita,Evan didn't drink a tequila but he drank a margarita.,Evan didn't drink a margarita but he drank a tequila.,Evan drank a tequila but he didn't drink a margarita.,Evan drank a margarita but he didn't drink a tequila.,Evan wanted to drink a tequila but he drank a margarita.,Evan wanted to drink a margarita but he drank a tequila.,Evan drank a tequila but he wanted to drink a margarita.,Evan drank a margarita but he wanted to drink a tequila.,Evan managed to mix a tequila but he failed to mix a margarita.,Evan managed to mix a margarita but he failed to mix a tequila.,Evan failed to mix a tequila but he managed to mix a margarita.,Evan failed to mix a margarita but he managed to mix a tequila.,I know that Evan drank a tequila but I doubt that he drank a margarita.,I know that Evan drank a margarita but I doubt that he drank a tequila.,I doubt that Evan drank a tequila but I know that he drank a margarita.,I doubt that Evan drank a margarita but I know that he drank a tequila.,The tequila was very strong.,The margarita was very strong.,The tequila would have required additional ingredients.,The margarita would have required additional ingredients.
140_martini_margarita,Gavin didn't drink a martini but he drank a margarita.,Gavin didn't drink a margarita but he drank a martini.,Gavin drank a martini but he didn't drink a margarita.,Gavin drank a margarita but he didn't drink a martini.,Gavin wanted to drink a martini but he drank a margarita.,Gavin wanted to drink a margarita but he drank a martini.,Gavin drank a martini but he wanted to drink a margarita.,Gavin drank a margarita but he wanted to drink a martini.,Gavin managed to mix a martini but he failed to mix a margarita.,Gavin managed to mix a margarita but he failed to mix a martini.,Gavin failed to mix a martini but he managed to mix a margarita.,Gavin failed to mix a margarita but he managed to mix a martini.,I know that Gavin drank a martini but I doubt that he drank a margarita.,I know that Gavin drank a margarita but I doubt that he drank a martini.,I doubt that Gavin drank a martini but I know that he drank a margarita.,I doubt that Gavin drank a margarita but I know that he drank a martini.,The martini was very strong.,The margarita was very strong.,The martini would have required additional ingredients.,The margarita would have required additional ingredients.
141_bone_jar,Riley didn't discover a bone on his archaeological expedition but he discovered a jar.,Riley didn't discover a jar on his archaeological expedition but he discovered a bone.,Riley discovered a bone on his archaeological expedition but he didn't discover a jar.,Riley discovered a jar on his archaeological expedition but he didn't discover a bone.,Riley wanted to discover a bone on his archaeological expedition but he discovered a jar.,Riley wanted to discover a jar on his archaeological expedition but he discovered a bone.,Riley discovered a bone on his archaeological expedition but he wanted to discover a jar.,Riley discovered a jar on his archaeological expedition but he wanted to discover a bone.,Riley managed to discover a bone on his archaeological expedition but he failed to discover a jar.,Riley managed to discover a jar on his archaeological expedition but he failed to discover a bone.,Riley failed to discover a bone on his archaeological expedition but he managed to discover a jar.,Riley failed to discover a jar on his archaeological expedition but he managed to discover a bone.,I know that Riley discovered a bone on his archaeological expedition but I doubt that he discovered a jar.,I know that Riley discovered a jar on his archaeological expedition but I doubt that he discovered a bone.,I doubt that Riley discovered a bone on his archaeological expedition but I know that he discovered a jar.,I doubt that Riley discovered a jar on his archaeological expedition but I know that he discovered a bone.,"The bone was at least 3,000 years old.","The jar was at least 3,000 years old.",The bone in the museum was discovered by someone else.,The jar in the museum was discovered by someone else.
142_bone_bowl,Austin didn't discover a bone on his archaeological expedition but he discovered a bowl.,Austin didn't discover a bowl on his archaeological expedition but he discovered a bone.,Austin discovered a bone on his archaeological expedition but he didn't discover a bowl.,Austin discovered a bowl on his archaeological expedition but he didn't discover a bone.,Austin wanted to discover a bone on his archaeological expedition but he discovered a bowl.,Austin wanted to discover a bowl on his archaeological expedition but he discovered a bone.,Austin discovered a bone on his archaeological expedition but he wanted to discover a bowl.,Austin discovered a bowl on his archaeological expedition but he wanted to discover a bone.,Austin managed to discover a bone on his archaeological expedition but he failed to discover a bowl.,Austin managed to discover a bowl on his archaeological expedition but he failed to discover a bone.,Austin failed to discover a bone on his archaeological expedition but he managed to discover a bowl.,Austin failed to discover a bowl on his archaeological expedition but he managed to discover a bone.,I know that Austin discovered a bone on his archaeological expedition but I doubt that he discovered a bowl.,I know that Austin discovered a bowl on his archaeological expedition but I doubt that he discovered a bone.,I doubt that Austin discovered a bone on his archaeological expedition but I know that he discovered a bowl.,I doubt that Austin discovered a bowl on his archaeological expedition but I know that he discovered a bone.,"The bone was at least 3,000 years old.","The bowl was at least 3,000 years old.",The bone in the museum was discovered by someone else.,The bowl in the museum was discovered by someone else.
143_bone_plate,Miles didn't discover a bone on his archaeological expedition but he discovered a plate.,Miles didn't discover a plate on his archaeological expedition but he discovered a bone.,Miles discovered a bone on his archaeological expedition but he didn't discover a plate.,Miles discovered a plate on his archaeological expedition but he didn't discover a bone.,Miles wanted to discover a bone on his archaeological expedition but he discovered a plate.,Miles wanted to discover a plate on his archaeological expedition but he discovered a bone.,Miles discovered a bone on his archaeological expedition but he wanted to discover a plate.,Miles discovered a plate on his archaeological expedition but he wanted to discover a bone.,Miles managed to discover a bone on his archaeological expedition but he failed to discover a plate.,Miles managed to discover a plate on his archaeological expedition but he failed to discover a bone.,Miles failed to discover a bone on his archaeological expedition but he managed to discover a plate.,Miles failed to discover a plate on his archaeological expedition but he managed to discover a bone.,I know that Miles discovered a bone on his archaeological expedition but I doubt that he discovered a plate.,I know that Miles discovered a plate on his archaeological expedition but I doubt that he discovered a bone.,I doubt that Miles discovered a bone on his archaeological expedition but I know that he discovered a plate.,I doubt that Miles discovered a plate on his archaeological expedition but I know that he discovered a bone.,"The bone was at least 3,000 years old.","The plate was at least 3,000 years old.",The bone in the museum was discovered by someone else.,The plate in the museum was discovered by someone else.
144_bone_necklace,Cooper didn't discover a bone on his archaeological expedition but he discovered a necklace.,Cooper didn't discover a necklace on his archaeological expedition but he discovered a bone.,Cooper discovered a bone on his archaeological expedition but he didn't discover a necklace.,Cooper discovered a necklace on his archaeological expedition but he didn't discover a bone.,Cooper wanted to discover a bone on his archaeological expedition but he discovered a necklace.,Cooper wanted to discover a necklace on his archaeological expedition but he discovered a bone.,Cooper discovered a bone on his archaeological expedition but he wanted to discover a necklace.,Cooper discovered a necklace on his archaeological expedition but he wanted to discover a bone.,Cooper managed to discover a bone on his archaeological expedition but he failed to discover a necklace.,Cooper managed to discover a necklace on his archaeological expedition but he failed to discover a bone.,Cooper failed to discover a bone on his archaeological expedition but he managed to discover a necklace.,Cooper failed to discover a necklace on his archaeological expedition but he managed to discover a bone.,I know that Cooper discovered a bone on his archaeological expedition but I doubt that he discovered a necklace.,I know that Cooper discovered a necklace on his archaeological expedition but I doubt that he discovered a bone.,I doubt that Cooper discovered a bone on his archaeological expedition but I know that he discovered a necklace.,I doubt that Cooper discovered a necklace on his archaeological expedition but I know that he discovered a bone.,"The bone was at least 3,000 years old.","The necklace was at least 3,000 years old.",The bone in the museum was discovered by someone else.,The necklace in the museum was discovered by someone else.
145_jar_bowl,Brody didn't discover a jar on his archaeological expedition but he discovered a bowl.,Brody didn't discover a bowl on his archaeological expedition but he discovered a jar.,Brody discovered a jar on his archaeological expedition but he didn't discover a bowl.,Brody discovered a bowl on his archaeological expedition but he didn't discover a jar.,Brody wanted to discover a jar on his archaeological expedition but he discovered a bowl.,Brody wanted to discover a bowl on his archaeological expedition but he discovered a jar.,Brody discovered a jar on his archaeological expedition but he wanted to discover a bowl.,Brody discovered a bowl on his archaeological expedition but he wanted to discover a jar.,Brody managed to discover a jar on his archaeological expedition but he failed to discover a bowl.,Brody managed to discover a bowl on his archaeological expedition but he failed to discover a jar.,Brody failed to discover a jar on his archaeological expedition but he managed to discover a bowl.,Brody failed to discover a bowl on his archaeological expedition but he managed to discover a jar.,I know that Brody discovered a jar on his archaeological expedition but I doubt that he discovered a bowl.,I know that Brody discovered a bowl on his archaeological expedition but I doubt that he discovered a jar.,I doubt that Brody discovered a jar on his archaeological expedition but I know that he discovered a bowl.,I doubt that Brody discovered a bowl on his archaeological expedition but I know that he discovered a jar.,"The jar was at least 3,000 years old.","The bowl was at least 3,000 years old.",The jar in the museum was discovered by someone else.,The bowl in the museum was discovered by someone else.
146_jar_plate,Jason didn't discover a jar on his archaeological expedition but he discovered a plate.,Jason didn't discover a plate on his archaeological expedition but he discovered a jar.,Jason discovered a jar on his archaeological expedition but he didn't discover a plate.,Jason discovered a plate on his archaeological expedition but he didn't discover a jar.,Jason wanted to discover a jar on his archaeological expedition but he discovered a plate.,Jason wanted to discover a plate on his archaeological expedition but he discovered a jar.,Jason discovered a jar on his archaeological expedition but he wanted to discover a plate.,Jason discovered a plate on his archaeological expedition but he wanted to discover a jar.,Jason managed to discover a jar on his archaeological expedition but he failed to discover a plate.,Jason managed to discover a plate on his archaeological expedition but he failed to discover a jar.,Jason failed to discover a jar on his archaeological expedition but he managed to discover a plate.,Jason failed to discover a plate on his archaeological expedition but he managed to discover a jar.,I know that Jason discovered a jar on his archaeological expedition but I doubt that he discovered a plate.,I know that Jason discovered a plate on his archaeological expedition but I doubt that he discovered a jar.,I doubt that Jason discovered a jar on his archaeological expedition but I know that he discovered a plate.,I doubt that Jason discovered a plate on his archaeological expedition but I know that he discovered a jar.,"The jar was at least 3,000 years old.","The plate was at least 3,000 years old.",The jar in the museum was discovered by someone else.,The plate in the museum was discovered by someone else.
147_jar_necklace,Chase didn't discover a jar on his archaeological expedition but he discovered a necklace.,Chase didn't discover a necklace on his archaeological expedition but he discovered a jar.,Chase discovered a jar on his archaeological expedition but he didn't discover a necklace.,Chase discovered a necklace on his archaeological expedition but he didn't discover a jar.,Chase wanted to discover a jar on his archaeological expedition but he discovered a necklace.,Chase wanted to discover a necklace on his archaeological expedition but he discovered a jar.,Chase discovered a jar on his archaeological expedition but he wanted to discover a necklace.,Chase discovered a necklace on his archaeological expedition but he wanted to discover a jar.,Chase managed to discover a jar on his archaeological expedition but he failed to discover a necklace.,Chase managed to discover a necklace on his archaeological expedition but he failed to discover a jar.,Chase failed to discover a jar on his archaeological expedition but he managed to discover a necklace.,Chase failed to discover a necklace on his archaeological expedition but he managed to discover a jar.,I know that Chase discovered a jar on his archaeological expedition but I doubt that he discovered a necklace.,I know that Chase discovered a necklace on his archaeological expedition but I doubt that he discovered a jar.,I doubt that Chase discovered a jar on his archaeological expedition but I know that he discovered a necklace.,I doubt that Chase discovered a necklace on his archaeological expedition but I know that he discovered a jar.,"The jar was at least 3,000 years old.","The necklace was at least 3,000 years old.",The jar in the museum was discovered by someone else.,The necklace in the museum was discovered by someone else.
148_bowl_plate,Kai didn't discover a bowl on his archaeological expedition but he discovered a plate.,Kai didn't discover a plate on his archaeological expedition but he discovered a bowl.,Kai discovered a bowl on his archaeological expedition but he didn't discover a plate.,Kai discovered a plate on his archaeological expedition but he didn't discover a bowl.,Kai wanted to discover a bowl on his archaeological expedition but he discovered a plate.,Kai wanted to discover a plate on his archaeological expedition but he discovered a bowl.,Kai discovered a bowl on his archaeological expedition but he wanted to discover a plate.,Kai discovered a plate on his archaeological expedition but he wanted to discover a bowl.,Kai managed to discover a bowl on his archaeological expedition but he failed to discover a plate.,Kai managed to discover a plate on his archaeological expedition but he failed to discover a bowl.,Kai failed to discover a bowl on his archaeological expedition but he managed to discover a plate.,Kai failed to discover a plate on his archaeological expedition but he managed to discover a bowl.,I know that Kai discovered a bowl on his archaeological expedition but I doubt that he discovered a plate.,I know that Kai discovered a plate on his archaeological expedition but I doubt that he discovered a bowl.,I doubt that Kai discovered a bowl on his archaeological expedition but I know that he discovered a plate.,I doubt that Kai discovered a plate on his archaeological expedition but I know that he discovered a bowl.,"The bowl was at least 3,000 years old.","The plate was at least 3,000 years old.",The bowl in the museum was discovered by someone else.,The plate in the museum was discovered by someone else.
149_bowl_necklace,Felix didn't discover a bowl on his archaeological expedition but he discovered a necklace.,Felix didn't discover a necklace on his archaeological expedition but he discovered a bowl.,Felix discovered a bowl on his archaeological expedition but he didn't discover a necklace.,Felix discovered a necklace on his archaeological expedition but he didn't discover a bowl.,Felix wanted to discover a bowl on his archaeological expedition but he discovered a necklace.,Felix wanted to discover a necklace on his archaeological expedition but he discovered a bowl.,Felix discovered a bowl on his archaeological expedition but he wanted to discover a necklace.,Felix discovered a necklace on his archaeological expedition but he wanted to discover a bowl.,Felix managed to discover a bowl on his archaeological expedition but he failed to discover a necklace.,Felix managed to discover a necklace on his archaeological expedition but he failed to discover a bowl.,Felix failed to discover a bowl on his archaeological expedition but he managed to discover a necklace.,Felix failed to discover a necklace on his archaeological expedition but he managed to discover a bowl.,I know that Felix discovered a bowl on his archaeological expedition but I doubt that he discovered a necklace.,I know that Felix discovered a necklace on his archaeological expedition but I doubt that he discovered a bowl.,I doubt that Felix discovered a bowl on his archaeological expedition but I know that he discovered a necklace.,I doubt that Felix discovered a necklace on his archaeological expedition but I know that he discovered a bowl.,"The bowl was at least 3,000 years old.","The necklace was at least 3,000 years old.",The bowl in the museum was discovered by someone else.,The necklace in the museum was discovered by someone else.
150_plate_necklace,Oscar didn't discover a plate on his archaeological expedition but he discovered a necklace.,Oscar didn't discover a necklace on his archaeological expedition but he discovered a plate.,Oscar discovered a plate on his archaeological expedition but he didn't discover a necklace.,Oscar discovered a necklace on his archaeological expedition but he didn't discover a plate.,Oscar wanted to discover a plate on his archaeological expedition but he discovered a necklace.,Oscar wanted to discover a necklace on his archaeological expedition but he discovered a plate.,Oscar discovered a plate on his archaeological expedition but he wanted to discover a necklace.,Oscar discovered a necklace on his archaeological expedition but he wanted to discover a plate.,Oscar managed to discover a plate on his archaeological expedition but he failed to discover a necklace.,Oscar managed to discover a necklace on his archaeological expedition but he failed to discover a plate.,Oscar failed to discover a plate on his archaeological expedition but he managed to discover a necklace.,Oscar failed to discover a necklace on his archaeological expedition but he managed to discover a plate.,I know that Oscar discovered a plate on his archaeological expedition but I doubt that he discovered a necklace.,I know that Oscar discovered a necklace on his archaeological expedition but I doubt that he discovered a plate.,I doubt that Oscar discovered a plate on his archaeological expedition but I know that he discovered a necklace.,I doubt that Oscar discovered a necklace on his archaeological expedition but I know that he discovered a plate.,"The plate was at least 3,000 years old.","The necklace was at least 3,000 years old.",The plate in the museum was discovered by someone else.,The necklace in the museum was discovered by someone else.
151_house_shed,Sophie didn't build a house but she built a shed.,Sophie didn't build a shed but she built a house.,Sophie built a house but she didn't build a shed.,Sophie built a shed but she didn't build a house.,Sophie wanted to build a house but she built a shed.,Sophie wanted to build a shed but she built a house.,Sophie built a house but she wanted to build a shed.,Sophie built a shed but she wanted to build a house.,Sophie managed to build a house but she failed to build a shed.,Sophie managed to build a shed but she failed to build a house.,Sophie failed to build a house but she managed to build a shed.,Sophie failed to build a shed but she managed to build a house.,I know that Sophie built a house but I doubt that she built a shed.,I know that Sophie built a shed but I doubt that she built a house.,I doubt that Sophie built a house but I know that she built a shed.,I doubt that Sophie built a shed but I know that she built a house.,The house has a flat roof.,The shed has a flat roof.,The house that she designed would not have fit on her lot.,The shed that she designed would not have fit on her lot.
152_house_garage,Carolyn didn't build a house but she built a garage.,Carolyn didn't build a garage but she built a house.,Carolyn built a house but she didn't build a garage.,Carolyn built a garage but she didn't build a house.,Carolyn wanted to build a house but she built a garage.,Carolyn wanted to build a garage but she built a house.,Carolyn built a house but she wanted to build a garage.,Carolyn built a garage but she wanted to build a house.,Carolyn managed to build a house but she failed to build a garage.,Carolyn managed to build a garage but she failed to build a house.,Carolyn failed to build a house but she managed to build a garage.,Carolyn failed to build a garage but she managed to build a house.,I know that Carolyn built a house but I doubt that she built a garage.,I know that Carolyn built a garage but I doubt that she built a house.,I doubt that Carolyn built a house but I know that she built a garage.,I doubt that Carolyn built a garage but I know that she built a house.,The house has a flat roof.,The garage has a flat roof.,The house that she designed would not have fit on her lot.,The garage that she designed would not have fit on her lot.
